id,ShipName,MMSI,ShipTypeCN,NavStausCN,Length,Width,Draught,Heading,Course,Speed,Lon,Lat,Rot,Dest,ETA,Receivedtime,UnixTime,Lon_d,Lat_d,AisType,traceNum,currentPlon,currentPlat
1,HAPPY RANGER,245539000,货船,在航,138,23,7.9,30,28.7,13.5,119°32.535′E,22°51.988′N,0,PEMBA,2021/4/9 8:00,2019/3/31 0:32,1553963568,119.542,22.8665,岸基,245539000_0,119.54225,22.86646667
2,HAPPY RANGER,245539000,货船,在航,138,23,7.9,30,29.2,13.9,119°34.430′E,22°55.072′N,0,PEMBA,2021/4/9 8:00,2019/3/31 0:48,1553964498,119.574,22.9179,岸基,245539000_0,119.5738333,22.91786667
3,HAPPY RANGER,245539000,货船,在航,138,23,7.9,28,27.8,14,119°36.591′E,22°58.848′N,0,PEMBA,2021/4/9 8:00,2019/3/31 1:06,1553965587,119.61,22.9808,岸基,245539000_0,119.60985,22.9808
4,HAPPY RANGER,245539000,货船,在航,138,23,7.9,28,27.9,14.4,119°38.402′E,23°2.086′N,0,PEMBA,2021/4/9 8:00,2019/3/31 1:21,1553966510,119.64,23.0348,岸基,245539000_0,119.6400333,23.03476667
5,HAPPY RANGER,245539000,货船,在航,138,23,7.9,28,29.6,14.1,119°41.258′E,23°6.957′N,0,PEMBA,2021/4/9 8:00,2019/3/31 1:45,1553967921,119.688,23.1159,岸基,245539000_0,119.6876333,23.11595
6,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,24.8,14.4,119°43.690′E,23°11.415′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:06,1553969183,119.728,23.1903,岸基,245539000_0,119.7281667,23.19025
7,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,25.1,14.4,119°43.720′E,23°11.478′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:06,1553969198,119.729,23.1913,岸基,245539000_0,119.7286667,23.1913
8,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,22.5,15.1,119°45.622′E,23°15.443′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:24,1553970249,119.76,23.2574,岸基,245539000_0,119.7603667,23.25738333
9,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.6,14.6,119°47.999′E,23°21.071′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:48,1553971724,119.8,23.3512,岸基,245539000_0,119.7999833,23.35118333
10,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.4,14.5,119°48.028′E,23°21.142′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:49,1553971743,119.8,23.3524,岸基,245539000_0,119.8004667,23.35236667
11,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.058′E,23°21.214′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:49,1553971761,119.801,23.3536,岸基,245539000_0,119.8009667,23.35356667
12,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.4,119°48.058′E,23°21.214′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:49,1553971763,119.801,23.3536,岸基,245539000_0,119.8009667,23.35356667
13,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.5,14.5,119°48.083′E,23°21.275′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:49,1553971778,119.801,23.3546,岸基,245539000_0,119.8013833,23.35458333
14,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.5,14.5,119°48.094′E,23°21.301′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:49,1553971784,119.802,23.355,岸基,245539000_0,119.8015667,23.35501667
15,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.102′E,23°21.320′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:49,1553971790,119.802,23.3553,岸基,245539000_0,119.8017,23.35533333
16,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.102′E,23°21.320′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:49,1553971792,119.802,23.3553,岸基,245539000_0,119.8017,23.35533333
17,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21,14.5,119°48.131′E,23°21.388′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971808,119.802,23.3565,岸基,245539000_0,119.8021833,23.35646667
18,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21,14.4,119°48.131′E,23°21.388′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971810,119.802,23.3565,岸基,245539000_0,119.8021833,23.35646667
19,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.5,119°48.151′E,23°21.437′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971821,119.803,23.3573,岸基,245539000_0,119.8025167,23.35728333
20,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.4,119°48.151′E,23°21.437′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971822,119.803,23.3573,岸基,245539000_0,119.8025167,23.35728333
21,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.159′E,23°21.456′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971827,119.803,23.3576,岸基,245539000_0,119.80265,23.3576
22,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.159′E,23°21.456′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971828,119.803,23.3576,岸基,245539000_0,119.80265,23.3576
23,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.4,14.5,119°48.179′E,23°21.500′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971838,119.803,23.3583,岸基,245539000_0,119.8029833,23.35833333
24,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.4,14.4,119°48.179′E,23°21.500′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:50,1553971841,119.803,23.3583,岸基,245539000_0,119.8029833,23.35833333
25,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.219′E,23°21.595′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:51,1553971863,119.804,23.3599,岸基,245539000_0,119.80365,23.35991667
26,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.2,14.5,119°48.246′E,23°21.659′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:51,1553971881,119.804,23.361,岸基,245539000_0,119.8041,23.36098333
27,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.5,119°48.255′E,23°21.682′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:51,1553971887,119.804,23.3614,岸基,245539000_0,119.80425,23.36136667
28,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.266′E,23°21.708′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:51,1553971893,119.804,23.3618,岸基,245539000_0,119.8044333,23.3618
29,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.3,14.5,119°48.274′E,23°21.727′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:51,1553971898,119.805,23.3621,岸基,245539000_0,119.8045667,23.36211667
30,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.313′E,23°21.818′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971923,119.805,23.3636,岸基,245539000_0,119.8052167,23.36363333
31,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.2,14.5,119°48.325′E,23°21.844′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971929,119.805,23.3641,岸基,245539000_0,119.8054167,23.36406667
32,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.334′E,23°21.867′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971935,119.806,23.3645,岸基,245539000_0,119.8055667,23.36445
33,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.2,14.5,119°48.353′E,23°21.912′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971947,119.806,23.3652,岸基,245539000_0,119.8058833,23.3652
34,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.5,119°48.360′E,23°21.931′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971952,119.806,23.3655,岸基,245539000_0,119.806,23.36551667
35,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.2,14.5,119°48.372′E,23°21.957′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971958,119.806,23.366,岸基,245539000_0,119.8062,23.36595
36,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.3,14.5,119°48.389′E,23°21.998′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971970,119.806,23.3666,岸基,245539000_0,119.8064833,23.36663333
37,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.5,119°48.400′E,23°22.025′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971977,119.807,23.3671,岸基,245539000_0,119.8066667,23.36708333
38,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.4,119°48.400′E,23°22.025′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:52,1553971978,119.807,23.3671,岸基,245539000_0,119.8066667,23.36708333
39,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.3,14.5,119°48.410′E,23°22.047′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553971983,119.807,23.3675,岸基,245539000_0,119.8068333,23.36745
40,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.3,14.5,119°48.419′E,23°22.069′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553971989,119.807,23.3678,岸基,245539000_0,119.8069833,23.36781667
41,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.4,119°48.427′E,23°22.088′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553971995,119.807,23.3681,岸基,245539000_0,119.8071167,23.36813333
42,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.3,14.5,119°48.439′E,23°22.114′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553972001,119.807,23.3686,岸基,245539000_0,119.8073167,23.36856667
43,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.3,14.4,119°48.439′E,23°22.114′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553972002,119.807,23.3686,岸基,245539000_0,119.8073167,23.36856667
44,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.2,14.5,119°48.447′E,23°22.134′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553972007,119.807,23.3689,岸基,245539000_0,119.80745,23.3689
45,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.3,14.5,119°48.456′E,23°22.157′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553972012,119.808,23.3693,岸基,245539000_0,119.8076,23.36928333
46,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.5,119°48.465′E,23°22.179′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553972018,119.808,23.3697,岸基,245539000_0,119.80775,23.36965
47,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.2,14.5,119°48.476′E,23°22.205′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553972024,119.808,23.3701,岸基,245539000_0,119.8079333,23.37008333
48,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.5,119°48.486′E,23°22.228′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:53,1553972030,119.808,23.3705,岸基,245539000_0,119.8081,23.37046667
49,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.1,14.5,119°48.505′E,23°22.273′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972043,119.808,23.3712,岸基,245539000_0,119.8084167,23.37121667
50,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.7,14.5,119°48.524′E,23°22.318′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972055,119.809,23.372,岸基,245539000_0,119.8087333,23.37196667
51,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.533′E,23°22.341′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972061,119.809,23.3723,岸基,245539000_0,119.8088833,23.37235
52,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.543′E,23°22.363′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972067,119.809,23.3727,岸基,245539000_0,119.80905,23.37271667
53,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.543′E,23°22.363′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972068,119.809,23.3727,岸基,245539000_0,119.80905,23.37271667
54,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.560′E,23°22.405′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972078,119.809,23.3734,岸基,245539000_0,119.8093333,23.37341667
55,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.571′E,23°22.431′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972087,119.81,23.3739,岸基,245539000_0,119.8095167,23.37385
56,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.579′E,23°22.450′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972090,119.81,23.3742,岸基,245539000_0,119.80965,23.37416667
57,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.590′E,23°22.476′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972097,119.81,23.3746,岸基,245539000_0,119.8098333,23.3746
58,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.4,119°48.590′E,23°22.476′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:54,1553972099,119.81,23.3746,岸基,245539000_0,119.8098333,23.3746
59,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.5,119°48.600′E,23°22.499′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972103,119.81,23.375,岸基,245539000_0,119.81,23.37498333
60,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.4,119°48.600′E,23°22.499′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972106,119.81,23.375,岸基,245539000_0,119.81,23.37498333
61,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.609′E,23°22.522′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972109,119.81,23.3754,岸基,245539000_0,119.81015,23.37536667
62,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.609′E,23°22.522′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972111,119.81,23.3754,岸基,245539000_0,119.81015,23.37536667
63,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.2,14.4,119°48.619′E,23°22.545′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972115,119.81,23.3757,岸基,245539000_0,119.8103167,23.37575
64,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.2,14.4,119°48.619′E,23°22.545′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972117,119.81,23.3757,岸基,245539000_0,119.8103167,23.37575
65,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21,14.4,119°48.638′E,23°22.591′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972127,119.811,23.3765,岸基,245539000_0,119.8106333,23.37651667
66,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.4,119°48.654′E,23°22.632′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972138,119.811,23.3772,岸基,245539000_0,119.8109,23.3772
67,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.4,119°48.654′E,23°22.632′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972139,119.811,23.3772,岸基,245539000_0,119.8109,23.3772
68,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.5,119°48.675′E,23°22.681′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972151,119.811,23.378,岸基,245539000_0,119.81125,23.37801667
69,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.5,119°48.684′E,23°22.704′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:55,1553972156,119.811,23.3784,岸基,245539000_0,119.8114,23.3784
70,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.692′E,23°22.723′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972163,119.812,23.3787,岸基,245539000_0,119.8115333,23.37871667
71,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.7,14.5,119°48.703′E,23°22.750′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972169,119.812,23.3792,岸基,245539000_0,119.8117167,23.37916667
72,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.5,119°48.712′E,23°22.769′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972174,119.812,23.3795,岸基,245539000_0,119.8118667,23.37948333
73,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.5,119°48.732′E,23°22.819′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972187,119.812,23.3803,岸基,245539000_0,119.8122,23.38031667
74,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21,14.5,119°48.740′E,23°22.838′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972192,119.812,23.3806,岸基,245539000_0,119.8123333,23.38063333
75,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21,14.5,119°48.749′E,23°22.860′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972198,119.812,23.381,岸基,245539000_0,119.8124833,23.381
76,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.6,14.5,119°48.760′E,23°22.887′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972205,119.813,23.3814,岸基,245539000_0,119.8126667,23.38145
77,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.6,14.6,119°48.768′E,23°22.906′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972211,119.813,23.3818,岸基,245539000_0,119.8128,23.38176667
78,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.7,14.5,119°48.777′E,23°22.929′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972216,119.813,23.3821,岸基,245539000_0,119.81295,23.38215
79,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.7,14.4,119°48.777′E,23°22.929′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:56,1553972218,119.813,23.3821,岸基,245539000_0,119.81295,23.38215
80,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.7,14.6,119°48.788′E,23°22.956′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972223,119.813,23.3826,岸基,245539000_0,119.8131333,23.3826
81,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.5,119°48.798′E,23°22.979′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972229,119.813,23.383,岸基,245539000_0,119.8133,23.38298333
82,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.5,119°48.807′E,23°23.002′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972234,119.813,23.3834,岸基,245539000_0,119.81345,23.38336667
83,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.815′E,23°23.021′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972241,119.814,23.3837,岸基,245539000_0,119.8135833,23.38368333
84,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.826′E,23°23.047′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972247,119.814,23.3841,岸基,245539000_0,119.8137667,23.38411667
85,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.4,119°48.826′E,23°23.047′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972248,119.814,23.3841,岸基,245539000_0,119.8137667,23.38411667
86,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.834′E,23°23.067′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972252,119.814,23.3844,岸基,245539000_0,119.8139,23.38445
87,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.3,14.5,119°48.844′E,23°23.089′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972258,119.814,23.3848,岸基,245539000_0,119.8140667,23.38481667
88,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.2,14.5,119°48.855′E,23°23.115′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972265,119.814,23.3852,岸基,245539000_0,119.81425,23.38525
89,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.5,119°48.865′E,23°23.138′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972271,119.814,23.3856,岸基,245539000_0,119.8144167,23.38563333
90,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.874′E,23°23.160′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972276,119.815,23.386,岸基,245539000_0,119.8145667,23.386
91,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.4,119°48.874′E,23°23.160′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:57,1553972277,119.815,23.386,岸基,245539000_0,119.8145667,23.386
92,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.4,119°48.881′E,23°23.179′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972283,119.815,23.3863,岸基,245539000_0,119.8146833,23.38631667
93,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.3,14.4,119°48.892′E,23°23.205′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972289,119.815,23.3868,岸基,245539000_0,119.8148667,23.38675
94,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°48.910′E,23°23.247′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972301,119.815,23.3875,岸基,245539000_0,119.8151667,23.38745
95,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.5,119°48.921′E,23°23.274′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972307,119.815,23.3879,岸基,245539000_0,119.81535,23.3879
96,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.4,14.5,119°48.931′E,23°23.296′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972313,119.816,23.3883,岸基,245539000_0,119.8155167,23.38826667
97,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.2,14.5,119°48.940′E,23°23.318′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972318,119.816,23.3886,岸基,245539000_0,119.8156667,23.38863333
98,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21,14.5,119°48.948′E,23°23.337′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972325,119.816,23.3889,岸基,245539000_0,119.8158,23.38895
99,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.4,14.5,119°48.960′E,23°23.364′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972331,119.816,23.3894,岸基,245539000_0,119.816,23.3894
100,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,20.8,14.5,119°48.968′E,23°23.383′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:58,1553972336,119.816,23.3897,岸基,245539000_0,119.8161333,23.38971667
101,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.5,119°48.988′E,23°23.432′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972349,119.816,23.3905,岸基,245539000_0,119.8164667,23.39053333
102,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.7,14.5,119°48.995′E,23°23.451′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972354,119.817,23.3909,岸基,245539000_0,119.8165833,23.39085
103,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21.1,14.5,119°49.007′E,23°23.478′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972361,119.817,23.3913,岸基,245539000_0,119.8167833,23.3913
104,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.7,14.5,119°49.018′E,23°23.504′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972367,119.817,23.3917,岸基,245539000_0,119.8169667,23.39173333
105,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.8,14.4,119°49.044′E,23°23.569′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972385,119.817,23.3928,岸基,245539000_0,119.8174,23.39281667
106,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,21,14.5,119°49.054′E,23°23.592′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972391,119.818,23.3932,岸基,245539000_0,119.8175667,23.3932
107,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.1,14.5,119°49.062′E,23°23.611′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972396,119.818,23.3935,岸基,245539000_0,119.8177,23.39351667
108,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,21.1,14.4,119°49.062′E,23°23.611′N,0,PEMBA,2021/4/9 8:00,2019/3/31 2:59,1553972398,119.818,23.3935,岸基,245539000_0,119.8177,23.39351667
109,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,20.7,14.5,119°49.072′E,23°23.637′N,0,PEMBA,2021/4/9 8:00,2019/3/31 3:00,1553972403,119.818,23.394,岸基,245539000_0,119.8178667,23.39395
110,HAPPY RANGER,245539000,货船,在航,138,23,7.9,23,20.7,14.4,119°49.072′E,23°23.637′N,0,PEMBA,2021/4/9 8:00,2019/3/31 3:00,1553972404,119.818,23.394,岸基,245539000_0,119.8178667,23.39395
111,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.5,119°49.080′E,23°23.656′N,0,PEMBA,2021/4/9 8:00,2019/3/31 3:00,1553972409,119.818,23.3943,岸基,245539000_0,119.818,23.39426667
112,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.9,14.4,119°49.080′E,23°23.656′N,0,PEMBA,2021/4/9 8:00,2019/3/31 3:00,1553972410,119.818,23.3943,岸基,245539000_0,119.818,23.39426667
113,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.4,14.5,119°49.091′E,23°23.683′N,0,PEMBA,2021/4/9 8:00,2019/3/31 3:00,1553972414,119.818,23.3947,岸基,245539000_0,119.8181833,23.39471667
114,HAPPY RANGER,245539000,货船,在航,138,23,7.9,24,20.4,14.4,119°49.091′E,23°23.683′N,0,PEMBA,2021/4/9 8:00,2019/3/31 3:00,1553972416,119.818,23.3947,岸基,245539000_0,119.8181833,23.39471667
